1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
2;0
2;1
2;1
2;2
2;2
2;3
2;3
2;4
2;4
2;5
2;5
2;6
2;6
2;7
2;7
2;8
2;8
2;9
2;9
2;10
2;10
2;0
2;10
2;0
2;0
2;0
2;0
2;10
2;10
2;10
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
3;6
4;5
4;5
4;5
4;6
4;6
4;6
4;6
4;7
4;7
4;7
4;7
4;8
4;8
4;8
4;8
4;9
4;9
4;9
4;9
4;10
4;10
4;10
4;10
4;11
4;11
4;11
4;11
4;12
4;12
4;12
5;10
5;10
5;11
5;11
5;11
5;5
5;12
5;11
5;12
5;5
5;5
5;5
5;6
5;6
5;6
5;6
5;6
5;7
5;7
5;7
5;7
5;7
5;8
5;8
5;8
5;8
5;8
5;9
5;9
5;9
6;8
6;8
6;8
6;9
6;9
6;9
6;10
6;10
6;10
6;11
6;11
6;11
6;12
6;12
6;12
6;13
6;13
6;13
6;14
6;14
6;14
6;15
6;21
6;21
6;18
6;22
6;13
6;13
6;13
6;13
7;12
7;12
7;12
7;13
7;13
7;13
7;13
7;14
7;14
7;14
7;15
7;15
7;15
7;15
7;16
7;16
7;16
7;17
7;17
7;17
7;17
7;18
7;18
7;18
7;19
7;19
7;19
7;19
7;20
7;20
8;18
8;18
8;19
8;19
8;19
8;20
8;20
8;20
8;21
8;21
8;22
8;22
8;22
8;23
8;23
8;23
8;24
8;24
8;25
8;25
8;25
8;26
8;26
8;26
8;27
8;27
8;28
8;35
8;35
8;35
9;31
9;25
9;32
9;29
9;33
9;33
9;33
9;23
9;24
9;24
9;24
9;25
9;25
9;25
9;26
9;26
9;26
9;27
9;27
9;27
9;28
9;28
9;28
9;29
9;29
9;29
9;30
9;30
9;30
9;31
10;28
10;28
10;29
10;29
10;30
10;30
10;30
10;31
10;31
10;32
10;32
10;32
10;33
10;33
10;34
10;34
10;34
10;35
10;35
10;36
10;36
10;36
10;37
10;37
10;38
10;38
10;38
10;39
10;39
10;40
11;36
11;37
11;37
11;38
11;38
11;39
11;39
11;40
11;40
11;40
11;41
11;41
11;42
11;42
11;43
11;43
11;44
11;44
11;45
11;45
11;45
11;54
11;55
11;55
11;51
11;56
11;54
11;57
11;44
11;44
12;41
12;41
12;42
12;42
12;43
12;43
12;43
12;44
12;44
12;45
12;45
12;45
12;46
12;46
12;47
12;47
12;48
12;48
12;48
12;49
12;49
12;50
12;50
12;50
12;51
12;51
12;52
12;52
12;53
12;53
13;49
13;50
13;50
13;51
13;51
13;52
13;52
13;53
13;53
13;53
13;54
13;54
13;55
13;55
13;56
13;56
13;68
13;68
13;69
13;65
13;69
13;68
13;70
13;57
13;58
13;58
13;59
13;59
13;59
13;60
14;56
14;56
14;57
14;57
14;58
14;58
14;58
14;59
14;59
14;60
14;60
14;61
14;61
14;61
14;62
14;62
14;63
14;63
14;64
14;64
14;64
14;65
14;65
14;66
14;78
14;79
14;77
14;79
14;67
14;68
15;63
15;64
15;64
15;65
15;65
15;65
15;66
15;66
15;67
15;67
15;67
15;68
15;68
15;69
15;69
15;81
15;81
15;81
15;82
15;71
15;72
15;72
15;72
15;73
15;73
15;73
15;74
15;74
15;74
15;75
16;70
16;71
16;71
16;72
16;72
16;72
16;73
16;73
16;73
16;74
16;74
16;75
16;75
16;75
16;76
16;76
16;76
16;77
16;77
16;78
16;78
16;78
16;79
16;79
16;79
16;80
16;80
16;81
16;81
16;81
17;87
17;87
17;87
17;86
17;88
17;88
17;89
17;78
17;79
17;79
17;79
17;80
17;80
17;80
17;81
17;81
17;81
